,x,y,start,stop,toa,tot,ftoa
930,201,36,0.000373,0.00039335,14920,814,0
931,242,106,0.0003735640625,0.0003987890625,14943,1009,7
932,61,126,0.00037367656249999995,0.00039837656249999996,14948,988,15
933,208,224,0.00037466093749999996,0.00039406093749999995,14987,776,9
934,189,136,0.000375721875,0.000397871875,15029,886,2
935,111,96,0.00037585312500000004,0.000390478125,15035,585,14
936,95,188,0.0003761265625,0.0004000765625,15046,958,15
937,56,110,0.00037627187500000004,0.00039219687500000006,15051,637,2
938,194,222,0.000376496875,0.00038524687500000003,15060,350,2
939,204,81,0.000378034375,0.000380984375,15122,118,10
940,237,249,0.0003783140625,0.0003896890625,15133,455,7
941,43,4,0.00037840625,0.00039415625,15137,630,12
942,226,168,0.00037853125,0.00038143125000000003,15142,116,12
943,150,25,0.0003794640625,0.0004049390625,15179,1019,7
944,224,76,0.00037981093749999995,0.00038086093749999995,15193,42,9
945,59,5,0.00037998750000000004,0.00040488750000000005,15200,996,8
946,23,69,0.0003807015625,0.00038842656249999996,15229,309,15
947,247,99,0.00038163125,0.00038245624999999996,15266,33,12
948,77,217,0.000382628125,0.000384803125,15306,87,14
949,24,237,0.000383625,0.0003864,15345,111,0
950,117,233,0.0003842859375,0.0003993109375,15372,601,9
951,251,153,0.00038457968750000004,0.0003852046875,15384,25,13
952,191,11,0.00038478593749999995,0.00039423593749999994,15392,378,9
953,240,77,0.000384840625,0.000390440625,15394,224,6
954,12,218,0.0003851453125,0.0003955203125,15406,415,3
955,63,213,0.0003855015625,0.0003858015625,15421,12,15
956,214,203,0.000385896875,0.00040544687500000003,15436,782,2
957,115,82,0.0003862421875,0.00040276718749999996,15450,661,5
958,135,139,0.000386428125,0.000396503125,15458,403,14
959,85,242,0.00038692031249999996,0.00040037031249999993,15477,538,3
960,100,176,0.0003889921875,0.00040041718750000004,15560,457,5
961,24,15,0.00039085625,0.00041615625,15635,1012,12
962,240,94,0.0003911375,0.00039596250000000004,15646,193,8
963,46,41,0.0003916703125,0.0004005703125,15667,356,3
964,56,103,0.00039243906250000004,0.00040241406250000005,15698,399,7
965,134,193,0.0003926828125,0.0004153078125,15708,905,11
966,53,168,0.000393403125,0.000415203125,15737,872,14
967,149,235,0.00039379531249999995,0.00040094531249999993,15752,286,3
968,103,227,0.00039493125,0.00041708125,15798,886,12
969,174,225,0.00039520625000000003,0.00041313125000000004,15809,717,12
970,102,211,0.000395225,0.00039887500000000003,15809,146,0
971,54,229,0.000395371875,0.00041704687500000005,15815,867,2
972,147,140,0.0003977828125,0.0004176828125,15912,796,11
973,58,3,0.0003982140625,0.0004005890625,15929,95,7
974,33,116,0.00039895625,0.00042380624999999996,15959,994,12
975,69,40,0.00039935156249999997,0.0004050265625,15975,227,15
976,252,181,0.0004011546875,0.0004235546875,16047,896,13
977,23,140,0.0004014375,0.0004211375,16058,788,8
978,52,231,0.0004016765625,0.0004074515625,16068,231,15
979,153,163,0.00040180625,0.00041045625000000005,16073,346,12
980,191,131,0.0004020984375,0.0004082234375,16084,245,1
981,33,96,0.00040248750000000005,0.00040601250000000004,16100,141,8
982,57,53,0.000402996875,0.000425846875,16120,914,2
983,76,192,0.0004032359375,0.0004246609375,16130,857,9
984,121,62,0.00040365937499999997,0.000427409375,16147,950,10
985,167,105,0.000403665625,0.000425440625,16147,871,6
986,28,105,0.0004042328125,0.0004163078125,16170,483,11
987,52,123,0.0004046046875,0.00041135468749999997,16185,270,13
988,103,170,0.0004046296875,0.0004178546875,16186,529,13
989,121,144,0.00040524687500000003,0.00040969687500000006,16210,178,2
990,192,24,0.00040525,0.00040995,16210,188,0
991,143,150,0.00040648750000000003,0.00042958750000000005,16260,924,8
992,13,83,0.0004065,0.000415575,16260,363,0
993,111,212,0.000406575,0.000429175,16263,904,0
994,202,199,0.0004068140625,0.0004161640625,16273,374,7
995,157,36,0.00040825625,0.00043280624999999997,16331,982,12
996,219,119,0.0004084859375,0.0004284109375,16340,797,9
997,72,235,0.000408725,0.00043117499999999995,16349,898,0
998,75,87,0.000408990625,0.000421490625,16360,500,6
999,4,42,0.00040909375,0.00041891875,16364,393,4
